Period,Export Services,Service Origin Geography,Service Destination,Flow Directions,Value,Marker
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKF1,all,exports,451.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKF1,all,exports,318.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKF1,all,exports,482.0,
year/2017,total,http://data.europa.eu/nuts/code/UKF1,all,exports,3109.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKF2,all,exports,238.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKF2,all,exports,41.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKF2,all,exports,34.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKF2,all,exports,52.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKF2,all,exports,496.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKF2,all,exports,281.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKF2,all,exports,222.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKF2,all,exports,909.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKF2,all,exports,398.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKF2,all,exports,530.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKF2,all,exports,473.0,
year/2017,total,http://data.europa.eu/nuts/code/UKF2,all,exports,3675.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKF3,all,exports,133.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKF3,all,exports,4.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKF3,all,exports,5.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKF3,all,exports,43.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKF3,all,exports,57.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKF3,all,exports,222.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKF3,all,exports,35.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKF3,all,exports,90.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKF3,all,exports,14.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKF3,all,exports,75.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKF3,all,exports,87.0,
year/2017,total,http://data.europa.eu/nuts/code/UKF3,all,exports,763.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKG1,all,exports,165.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKG1,all,exports,8.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKG1,all,exports,48.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKG1,all,exports,42.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKG1,all,exports,362.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKG1,all,exports,337.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKG1,all,exports,443.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKG1,all,exports,602.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKG1,all,exports,155.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKG1,all,exports,271.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKG1,all,exports,152.0,
year/2017,total,http://data.europa.eu/nuts/code/UKG1,all,exports,2585.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKG2,all,exports,170.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKG2,all,exports,8.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKG2,all,exports,55.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKG2,all,exports,59.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKG2,all,exports,269.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKG2,all,exports,261.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKG2,all,exports,392.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKG2,all,exports,492.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKG2,all,exports,157.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKG2,all,exports,225.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKG2,all,exports,972.0,
year/2017,total,http://data.europa.eu/nuts/code/UKG2,all,exports,3060.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKG3,all,exports,259.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKG3,all,exports,22.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKG3,all,exports,129.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKG3,all,exports,105.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKG3,all,exports,544.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKG3,all,exports,397.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKG3,all,exports,372.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKG3,all,exports,2300.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKG3,all,exports,513.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKG3,all,exports,370.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKG3,all,exports,871.0,
year/2017,total,http://data.europa.eu/nuts/code/UKG3,all,exports,5882.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKH1,all,exports,296.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKH1,all,exports,14.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKH1,all,exports,45.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKH1,all,exports,86.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKH1,all,exports,716.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKH1,all,exports,591.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKH1,all,exports,1251.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKH1,all,exports,1442.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKH1,all,exports,1520.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKH1,all,exports,1289.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKH1,all,exports,629.0,
year/2017,total,http://data.europa.eu/nuts/code/UKH1,all,exports,7879.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKH2,all,exports,700.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKH2,all,exports,45.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKH2,all,exports,142.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKH2,all,exports,93.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKH2,all,exports,622.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKH2,all,exports,303.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKH2,all,exports,421.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKH2,all,exports,888.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKH2,all,exports,725.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKH2,all,exports,959.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKH2,all,exports,378.0,
year/2017,total,http://data.europa.eu/nuts/code/UKH2,all,exports,5274.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKH3,all,exports,310.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKH3,all,exports,118.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKH3,all,exports,29.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKH3,all,exports,62.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKH3,all,exports,646.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKH3,all,exports,253.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKH3,all,exports,145.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKH3,all,exports,1036.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKH3,all,exports,844.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKH3,all,exports,612.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKH3,all,exports,240.0,
year/2017,total,http://data.europa.eu/nuts/code/UKH3,all,exports,4294.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKI3,all,exports,81.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKI3,all,exports,197.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKI3,all,exports,2518.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKI3,all,exports,552.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKI3,all,exports,1171.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKI3,all,exports,1313.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKI3,all,exports,13108.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKI3,all,exports,27819.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKI3,all,exports,12722.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKI3,all,exports,4575.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKI3,all,exports,3689.0,
year/2017,total,http://data.europa.eu/nuts/code/UKI3,all,exports,67744.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKI4,all,exports,32.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKI4,all,exports,31.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKI4,all,exports,208.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKI4,all,exports,352.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKI4,all,exports,859.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKI4,all,exports,479.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKI4,all,exports,8416.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKI4,all,exports,9333.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKI4,all,exports,6029.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKI4,all,exports,2373.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKI4,all,exports,1184.0,
year/2017,total,http://data.europa.eu/nuts/code/UKI4,all,exports,29297.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKI5,all,exports,,suppressed
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKI5,all,exports,,suppressed
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKI5,all,exports,,suppressed
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKI5,all,exports,50.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKI5,all,exports,394.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKI5,all,exports,213.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKI5,all,exports,148.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKI5,all,exports,504.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKI5,all,exports,,suppressed
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKI5,all,exports,,suppressed
year/2017,other-services,http://data.europa.eu/nuts/code/UKI5,all,exports,230.0,
year/2017,total,http://data.europa.eu/nuts/code/UKI5,all,exports,2436.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKI6,all,exports,,suppressed
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKI6,all,exports,,suppressed
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKI6,all,exports,,suppressed
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKI6,all,exports,49.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKI6,all,exports,187.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKI6,all,exports,115.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKI6,all,exports,275.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKI6,all,exports,697.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKI6,all,exports,,suppressed
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKI6,all,exports,,suppressed
year/2017,other-services,http://data.europa.eu/nuts/code/UKI6,all,exports,265.0,
year/2017,total,http://data.europa.eu/nuts/code/UKI6,all,exports,2692.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKI7,all,exports,,suppressed
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKI7,all,exports,,suppressed
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKI7,all,exports,,suppressed
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKI7,all,exports,81.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKI7,all,exports,4221.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKI7,all,exports,306.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKI7,all,exports,3789.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKI7,all,exports,793.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKI7,all,exports,,suppressed
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKI7,all,exports,,suppressed
year/2017,other-services,http://data.europa.eu/nuts/code/UKI7,all,exports,689.0,
year/2017,total,http://data.europa.eu/nuts/code/UKI7,all,exports,14411.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKJ1,all,exports,652.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKJ1,all,exports,41.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKJ1,all,exports,478.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKJ1,all,exports,118.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKJ1,all,exports,548.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKJ1,all,exports,518.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKJ1,all,exports,4718.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKJ1,all,exports,1276.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKJ1,all,exports,5719.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKJ1,all,exports,1276.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKJ1,all,exports,1401.0,
year/2017,total,http://data.europa.eu/nuts/code/UKJ1,all,exports,16746.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKJ2,all,exports,761.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKJ2,all,exports,29.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKJ2,all,exports,360.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKJ2,all,exports,109.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKJ2,all,exports,1570.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKJ2,all,exports,632.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKJ2,all,exports,1776.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKJ2,all,exports,2912.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKJ2,all,exports,2744.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKJ2,all,exports,1363.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKJ2,all,exports,815.0,
year/2017,total,http://data.europa.eu/nuts/code/UKJ2,all,exports,13070.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKJ3,all,exports,1487.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKJ3,all,exports,35.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKJ3,all,exports,92.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKJ3,all,exports,67.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKJ3,all,exports,2259.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKJ3,all,exports,476.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKJ3,all,exports,1840.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKJ3,all,exports,1126.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKJ3,all,exports,2213.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKJ3,all,exports,954.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKJ3,all,exports,534.0,
year/2017,total,http://data.europa.eu/nuts/code/UKJ3,all,exports,11082.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKJ4,all,exports,285.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKJ4,all,exports,19.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKJ4,all,exports,25.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKJ4,all,exports,64.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKJ4,all,exports,989.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKJ4,all,exports,277.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKJ4,all,exports,85.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKJ4,all,exports,930.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKJ4,all,exports,231.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKJ4,all,exports,506.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKJ4,all,exports,402.0,
year/2017,total,http://data.europa.eu/nuts/code/UKJ4,all,exports,3813.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKK1,all,exports,649.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKK1,all,exports,24.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKK1,all,exports,193.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKK1,all,exports,97.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKK1,all,exports,578.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKK1,all,exports,596.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKK1,all,exports,800.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKK1,all,exports,2433.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKK1,all,exports,774.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKK1,all,exports,1159.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKK1,all,exports,593.0,
year/2017,total,http://data.europa.eu/nuts/code/UKK1,all,exports,7898.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKK2,all,exports,143.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKK2,all,exports,12.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKK2,all,exports,10.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKK2,all,exports,48.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKK2,all,exports,322.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKK2,all,exports,481.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKK2,all,exports,47.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKK2,all,exports,698.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKK2,all,exports,154.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKK2,all,exports,387.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKK2,all,exports,183.0,
year/2017,total,http://data.europa.eu/nuts/code/UKK2,all,exports,2485.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKK3,all,exports,37.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKK3,all,exports,17.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKK3,all,exports,6.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKK3,all,exports,17.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKK3,all,exports,211.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKK3,all,exports,366.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKK3,all,exports,31.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKK3,all,exports,82.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKK3,all,exports,29.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKK3,all,exports,152.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKK3,all,exports,67.0,
year/2017,total,http://data.europa.eu/nuts/code/UKK3,all,exports,1015.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKK4,all,exports,51.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKK4,all,exports,7.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKK4,all,exports,10.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKK4,all,exports,41.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKK4,all,exports,437.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKK4,all,exports,449.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKK4,all,exports,100.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKK4,all,exports,271.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKK4,all,exports,65.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKK4,all,exports,372.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKK4,all,exports,261.0,
year/2017,total,http://data.europa.eu/nuts/code/UKK4,all,exports,2062.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKL1,all,exports,2402.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKL1,all,exports,15.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKL1,all,exports,21.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKL1,all,exports,54.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKL1,all,exports,376.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKL1,all,exports,,suppressed
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKL1,all,exports,124.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKL1,all,exports,765.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKL1,all,exports,,suppressed
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKL1,all,exports,307.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKL1,all,exports,408.0,
year/2017,total,http://data.europa.eu/nuts/code/UKL1,all,exports,5078.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKL2,all,exports,207.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKL2,all,exports,7.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKL2,all,exports,20.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKL2,all,exports,37.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKL2,all,exports,162.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKL2,all,exports,,suppressed
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKL2,all,exports,98.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKL2,all,exports,1577.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKL2,all,exports,,suppressed
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKL2,all,exports,235.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKL2,all,exports,354.0,
year/2017,total,http://data.europa.eu/nuts/code/UKL2,all,exports,3181.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKM5,all,exports,320.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKM5,all,exports,852.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKM5,all,exports,12.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKM5,all,exports,16.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKM5,all,exports,363.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKM5,all,exports,155.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKM5,all,exports,56.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKM5,all,exports,113.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKM5,all,exports,2453.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKM5,all,exports,196.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKM5,all,exports,133.0,
year/2017,total,http://data.europa.eu/nuts/code/UKM5,all,exports,4670.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKM6,all,exports,167.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKM6,all,exports,11.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKM6,all,exports,3.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKM6,all,exports,14.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKM6,all,exports,675.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKM6,all,exports,313.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKM6,all,exports,20.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKM6,all,exports,81.0,
