Label,Notation,Parent Notation,Sort Priority,Description
Scientific & photographic (consumer),87+88C,T,657,
Scientific & photographic (intermediate),87+88I,T,658,
Scientific & photographic (capital),87+88K,T,659,
Scientific instruments (consumer),87C,87,660,
Scientific instruments (consumer),87C,87plus88C,661,
Scientific instruments (intermediate),87I,87,662,
Scientific instruments (intermediate),87I,87plus88I,663,
Scientific instruments (capital),87K,87,664,
Scientific instruments (capital),87K,87plus88K,665,
Scientific & photographic,87plus88,8,666,
Scientific & photographic (consumer),87plus88C,7plus8C,667,
Scientific & photographic (consumer),87plus88C,87plus88,668,
Scientific & photographic (intermediate),87plus88I,7plus8I,669,
Scientific & photographic (intermediate),87plus88I,87plus88,670,
Scientific & photographic (capital),87plus88K,7plus8K,671,
Scientific & photographic (capital),87plus88K,87plus88,672,
Photographic & optical goods & clocks,88,T,673,
Photographic & optical goods & clocks (consumer),88C,87plus88C,674,
Photographic & optical goods & clocks (consumer),88C,88,675,
Photographic & optical goods & clocks (intermediate),88I,87plus88I,676,
Photographic & optical goods & clocks (intermediate),88I,88,677,
Photographic & optical goods & clocks (capital),88K,87plus88K,678,
Photographic & optical goods & clocks (capital),88K,88,679,
Other manufactures,89,T,680,
Works of art,896,7plus8C,681,
Works of art,896,89,682,
Works of art,896,8O,683,
Jewellery,897C,7plus8C,684,
Jewellery,897C,89,685,
Jewellery,897C,8O,686,
Other manufactures (intermediate),89I,89,687,
Other manufactures (intermediate),89I,8OI,688,
Other manufactures (capital),89K,89,689,
Other manufactures (capital),89K,8OK,690,
Other manufactures (consumer),89OC,89,691,
Other manufactures (consumer),89OC,8OC,692,
Other manufactures,8O,8,693,
Other miscellaneous manufactures (consumer),8OC,7plus8C,694,
Other miscellaneous manufactures (consumer),8OC,8O,695,
Other miscellaneous manufactures (intermediate),8OI,7plus8I,696,
Other miscellaneous manufactures (intermediate),8OI,8O,697,
Other miscellaneous manufactures (capital),8OK,7plus8K,698,
Other miscellaneous manufactures (capital),8OK,8O,699,
Miscellaneous foods,9,0,700,
Unspecified goods,9,T,701,
Unspecified goods,9,T14,702,
Unspecified goods,9,TminusC,703,
Unspecified goods,9,TminusE,704,
Unspecified goods,9,TminusO,705,
Unspecified goods,9,TminusOE,706,
Paintings & sculptures,90,896,707,
Antiques & collections,91,896,708,
Parcel post,91,9,709,
Low value trade,93,9,710,
Coins,96,9OG,711,
Human hair,96,29,712,
Non-monetary gold,97,9OG,713,
Defence equipment,98,9OG,714,
Unspecified SITC,99,T,715,
Miscellaneous unspecified goods,9OG,9,716,
Erratics,E,T,717,
Low-value trade,LOW,93,718,
Postal packages,POST,91,719,
Precious stones & silver,PS,E,720,
Precious stones & silver,PS,T14,721,
Precious stones & silver,PS,TminusC,722,
